route_long_name,latitude,longitude
Krishnarajendra Market - Doddanekkundi,,
BMT14 - Gangenahalli,,
Krishnarajendra Market - Sai Baba Hospital,,
Subhash Nagara - Kempegowda Bus Station,,
Chennamma kere Achukattu - Kempegowda Bus Station,,
Thoredoddi High School - Krishnarajendra Market,,
Kempegowda Bus Station - Central Jail,,
Ramakrishna Hegde Nagara - ITPL,,
Shivajinagar Bus Station - Central Jail,,
Indira Nursing Home Tyagarajanagar - Shivajinagar Bus Station,,
Krishnarajendra Market - AECS,,
Kempegowda Bus Station - Hosa Palya,,
Krishnarajendra Market - Subhash Nagara,,
Kempegowda Bus Station - Parangipalya,,
Krishnarajendra Market - Huskur,,
Kempegowda Bus Station - Mangammana Palya,,
Kempegowda Bus Station - Parangipalya,,
Mangammana Palya - YPR RMC,,
Shivajinagar Bus Station - Mangammana Palya,,
Kempegowda Bus Station - Somasundarapalya,,
Krishnarajendra Market - Bellandru,,
Krishnarajendra Market - Dommasandra,,
Krishnarajendra Market - Beguru,,
Krishnarajendra Market - Hulimangala,,
Krishnarajendra Market - JJN THIMMAREDDY LAYOUT,,
Krishnarajendra Market - Kudlu,,
Kempegowda Bus Station - Mangammana Palya,,
RT Nagara Police Station - Geddala Halli,,
Krishnarajendra Market - Gunjur Palya,,
Kempegowda Bus Station - Mangammana Palya,,
Kempegowda Bus Station - Hosapallya,,
Kempegowda Bus Station - HSR 19th Main 13th Cross,,
Banashankari 3rd Stage 2nd Phase - Kamalanagara BEML Layout,,
Konappana Agrahara - Manyatha Embasy Business Park,,
Krishnarajendra Market - Hosa Palya,,
Krishnarajendra Market - Chinthala Madiwala,,
Krishnarajendra Market - Huskur,,
Krishnarajendra Market - Chikka Thimmasandra,,
Krishnarajendra Market - Jyothipura,,
Krishnarajendra Market - Handenahalli Gate,,
Krishnarajendra Market - Khazi Sonnehalli,,
Krishnarajendra Market - Budigere,,
Kempegowda Bus Station - Huskur,,
Krishnarajendra Market - Hosakote Bus Stand,,
Krishnarajendra Market - Gattahalli,,
Shivajinagar Bus Station - CGHS Nagavar Palya,,
Kempegowda Bus Station - K R Puram,,
Shivajinagar Bus Station - Kittaganur,,
Gottigere - Manyatha Embasy Business Park,,
Shivajinagar Bus Station - KR Puram,,
Shivajinagar Bus Station - K R Puram,,
Chandra Layout - GKVK,,
Wilson Garden police Station - Central Silk Board,,
NRColony - Sulthan Palya,,
Kempegowda Bus Station - Shanthipura,,
Nagadevanahalli Kengeri - BANASHANKARI TTMC,,
Gangenahalli - Kempegowda Bus Station,,
Krishnarajendra Market - KAGGALIPURA,,
Depot 10 - Indian Oil,,
Manyatha Embasy Business Park - Electronic City,,
Harohalli - Krishnarajendra Market,,
BChannasandra - Shivajinagar Bus Station,,
Shivajinagar Bus Station - Huskur,,
Krishnarajendra Market - Gunjoor,,
Krishnarajendra Market - Varthuru,,
Hoysala Circle Kengeri Satellite Town - BOSCH,,
Krishnarajendra Market - Muthsandra,,
Krishnarajendra Market - Baguru,,
Krishnarajendra Market - Immdahalli,,
HP Petrol Bunk Coles Road - Adithi School,,
Krishnarajendra Market - Harohalli,,
Krishnarajendra Market - institute of Social Economic College,,
Shivajinagar Bus Station - Immadihalli,,
Krishnarajendra Market - Muthkuru,,
Krishnarajendra Market - Muthugadahalli,,
Kadugodi - Koli Farm Gate Bannerghatta Road,,
Dattatreya Temple - Kempegowda Bus Station,,
JFWTC - Nagadevanahalli Kengeri,,
Indira Nursing Home Tyagarajanagar - Kempegowda Bus Station,,
Nandini Layout - Chamundi Nagara,,
Thyagaraja Nagara - Kempegowda Bus Station,,
Krishnarajendra Market - Hosakote Bus Stand,,
BM English School Bellahalli - Ramaswamy Palya,,
Gottigere - JFWTC,,
Koramangala - Kempegowda Bus Station,,
Shivajinagar Bus Station - Banaswadi,,
Shivajinagar Bus Station - Kammana Halli,,
K Chansandra - Krishnarajendra Market,,
Kengeri TTMC - Banashankari Bus Station,,
BMT-23 - StJosephs College,,
Arehalli - Krishnarajendra Market,,
Yeshwanthpura - White Field TTMC,,
Banaswadi - Krishnarajendra Market,,
Krishnarajendra Market - Devanagundi,,
Electronic City Wipro Gate - Wonderla Amusement Park,,
Krishnarajendra Market - Naduvatti,,
Krishnarajendra Market - Gunduru Colony,,
Krishnarajendra Market - Rampura,,
Contonment Railway Station - Kadugodi,,
Krishnarajendra Market - DRDO TOWNSHIP BUS STAND,,
Avaragere - Kempegowda Bus Station,,
Vidhana Soudha - Chikkabanawara,,
HAL/LCA - Yelahanka Satelite Town 5th Phase,,
BANASHANKARI TTMC - BANASHANKARI TTMC,12.9175634,77.5732782
Hebbal - Hebbala Bridge,13.0425709,77.5898078
Krishnarajendra Market - Shivajinagar Bus Station,,
Banashankari Bus Station - Hebbala Bridge,,
Beereshwaralayout - BEL FACTORY,,
Mahalakshmi Layout - Kadugodi,,
Hanchipura - Kempegowda Bus Station,,
Kempegowda Bus Station - Dodda Kannalli,,
Nagarabhavi BDA Complex - Kadugodi,,
Vijayanagara - Vijayanagara,29.2436472,73.5222553
Kambipura - Kengeri KSRTC Regional Workshop,,
Rajaji Nagar 1st Block - BTM Layout Bus Stop,,
Huskur - Attibele,,
Sarjapura Bus Stand - Anekal,12.8613004,77.7852986
Jigani APC Cricle - Attibele,,
Sarjapura Bus Stand - Jigani APC Circle,,
Sarjapura Bus Stand - DASANAPURA,,
NARASAPURA - Samanduru,,
Kempegowda Bus Station - Kempegowda Bus Station,12.9781298,77.57220606
Sarjapura Bus Stand - Anekal,12.8613004,77.7852986
Nelamangala - Vidhana Soudha,,
Shirke KHB Quarters - Kempegowda Bus Station,,
Kempegowda Bus Station - Jeevan Bhimanagara Bus stand,,
Shirke KHB Quarters - Krishnarajendra Market,,
Kempegowda Bus Station - Vaidehi Hospital,,
Depot 30 - Sophiya School,,
Shivajinagar Bus Station - BALAJINAGARA,,
Kempegowda Bus Station - HSR BDA Complex,,
Kempegowda Bus Station - Kempanahalli,,
BTM Layout - Shivajinagar Bus Station,,
Krishnarajendra Market - Devarabisanahalli,,
Krishnarajendra Market - Huskur,,
Krishnarajendra Market - Somasundarapalya,,
Kempegowda Bus Station - Hosa Road,,
Yelahanka Satelite Town 5th Phase - Kumaraswamy Layout,,
Kempegowda Bus Station - HSR Layout 2nd Sector,,
Jaibheemanagara - Shivajinagar Bus Station,,
Old Gurrappana Palya - Shivajinagar Bus Station,,
Krishnarajendra Market - Kuguru,,
Jayanagara 9th Block - Yelahanka Satelite Town,,
Yelahanka Satelite Town 5th Phase - Chikkallasandra Bus Stand,,
Shivajinagar Bus Station - Parangipalya,,
Krishnarajendra Market - Atturu,,
Kempegowda Bus Station - Yelahanka Satelite Town 5th Phase,,
Kempegowda Bus Station - Atturu,,
Kempegowda Bus Station - Yelahanka Satelite Town 5th Phase,,
Yelahanka Satelite Town 5th Phase - Peenya 2nd stage,,
Central Silk Board - Bidadi,,
Yeshwanthpur TTMC - Meesaganahalli,,
Bidadi - Yeshwanthpura TTMC,,
MATTHAHALLI - Yelahanka,,
BEML Layout 5th Stage - Yelahanka,13.15016405,77.66889889
Yelahanka - MCTC Bus Stand,,
Kengeri Bande Mata - Muthyalaya Nagar,,
Hampinagara RPC Layout - Yelahanka,,
Kengeri TTMC - Yeshwanthpura,,
Yeshawanthapura TTMC - Kaggalipura,,
Shivajinagar Bus Station - Ganjoor,,
Kengeri TTMC - Yelahanka,,
Kempegowda Bus Station - Bellandru,,
Yeshwanthpura - HUNASOORU,,
Kempegowda Bus Station - Haralur,,
Krishnarajendra Market - Chudasandra,,
Yelahanka - Hampinagara RPC Layout,,
Krishnarajendra Market - Kodanandarama Nagara,,
Yelahanka Satelite Town 5th Phase - Hampinagara RPC Layout,,
Malleshwaram 8th Main - Kempegowda Bus Station,,
Krishnarajendra Market - Haralur,,
Yelahanka - Chandra Layout,,
Peenya Satellite Bus Station - Gottigere,,
Yelahanaka NES Office - Yeshawanthapura TTMC,,
Sapthagiri College Chikka Banawara - Hebbala,,
Yelahanka - Peenya 2nd stage,,
Yelahanka - Hampinagara RPC Layout,,
Hebbala Bridge - Boganahalli,,
Krishnarajendra Market - Jayadeva Hospital,,
Kempegowda Bus Station - Agara Junction,,
Shivajinagar Bus Station - Somasundarapalya,,
Vidyaranyapura - KR Puram,,
Krishnarajendra Market - Chikka Tirupathi,,
Krishnarajendra Market - Kommasandra,,
Koramangala - Krishnarajendra Market,,
Krishnarajendra Market - V Kallahalli Sarjapura Road,,
Ejipura - AGS Layout,,
Krishnarajendra Market - Adigara Kallahalli,,
Koramangala - Krishnarajendra Market,,
Krishnarajendra Market - Dodda Thimmasandra,,
Karnataka Housing Complex - Jayanagara 9th Block,,
Krishnarajendra Market - Thindlu,,
Ejipura - AGS Layout,,
Kempegowda Bus Station - Sarjapura Bus Stand,,
Krishnarajendra Market - Bikkanahosahalli,,
Lakshman Rao Nagara - Krishnarajendra Market,,
St John Hospital - Sarjapura,12.9295407,77.6160059
Krishnarajendra Market - Sarjapura Bus Stand,,
Koramangala - Krishnarajendra Market,,
Krishnarajendra Market - Muttanallur,,
Krishnarajendra Market - Chokkasandra,,
Allalasandra Janapriya Apartmet - Allalasandra Janapriya Apartmet,,
Krishnarajendra Market - Varthuru,,
BNagasandra - KR Puram,,
HAL Main Gate - KR Puram,,
Shivajinagar Bus Station - White Field Post Office,,
Depot 26 - Janapriya Greenwood Apartments,,
Depot 11 - Venkatagirikote,,
Kempegowda Bus Station - Beguru,,
Krishnarajendra Market - Kodi Chikkanahalli,,
Krishnarajendra Market - Kuduragere Betta Halasuru,,
Kempegowda Bus Station - Kodi Chikkanahalli,,
Krishnarajendra Market - Hongasandra Mico Layout,,
St John Hospital - Yelenahalli,,
Krishnarajendra Market - Viratanagara Cross,,
Krishnarajendra Market - Mylasandra Cross,,
Kempegowda Bus Station - Hongasandra mico layout,,
Kempegowda Bus Station - Vishwapriya Layout,,
Krishnarajendra Market - Beguru,,
Jn of Hosur Road - Doddakannalli,,
Krishnarajendra Market - Sollepura,,
Krishnarajendra Market - Kodathi,,
Shivajinagar Bus Station - Sarjapura,,
Krishnarajendra Market - Chikka Dasarahalli,,
Krishnarajendra Market - Kada Agrahara,,
Krishnarajendra Market - Pandithana Agrahara,,
Krishnarajendra Market - Areneru,,
Kempegowda Bus Station - Neeladri Nagara,,
Krishnarajendra Market - Thiruranga,,
Kempegowda Bus Station - Kempegowda Bus Station,12.9781298,77.57220606
Krishnarajendra Market - Muttana Halli,,
Kempegowda Bus Station - HULLAHALLI,,
Kempegowda Bus Station - Adugodi,,
Krishnarajendra Market - Bettadasanapura,,
Krishnarajendra Market - Bettadasanapura,,
Krishnarajendra Market - Podu,,
Krishnarajendra Market - Anekal,,
Adugodi Police Quarters - Kempegowda Bus Station,,
Depot 30 - Koyira Devana Halli Road,,
JFWTC-ITPL - MEI Colony,,
Marathahalli Bridge - BAGMANE TECH PARK,,
Krishnarajendra Market - Haragadde,,
Kempegowda Bus Station - Bettadasanapura,,
Krishnarajendra Market - GPO,,
Kempegowda Bus Station - Tavare Kere,,
Krishnarajendra Market - Kyalasanahalli,,
Jaibheemanagara - Kempegowda Bus Station,,
Krishnarajendra Market - Nanjapura,,
Jaibheemanagara - Krishnarajendra Market,,
Koramangala TTMC - JP Nagar 6th Phase,,
KR Market - Hulimangala,,
Krishnarajendra Market - Bangalore Central Jail,,
Krishnarajendra Market - Hulimangala,,
Krishnarajendra Market - Jigani,,
Krishnarajendra Market - DODDA THOGOOR,,
Kempegowda Bus Station - Parappana Agrahara,,
Krishnarajendra Market - Parappana Agrahara,,
Krishnarajendra Market - Dodda Thugur Muneshwara Temple,,
Krishnarajendra Market - Veerasandra,,
Kempegowda Bus Station - DODDA THOGOOR,,
Krishnarajendra Market - Gollahalli,,
Kottige Palya Magadi Road - Yelahanka Satelite Town 5th Phase,,
Shivajinagar Bus Station - Shikaripalya,,
Anjanapura - BAGMANE TECH PARK,,
Krishnarajendra Market - Shikaripalya,,
Krishnarajendra Market - DODDANAGAMANGALA,,
Kempegowda Bus Station - Rayasandra,,
Krishnarajendra Market - CHIKKANAGAMANGALA,,
Mathahalli - Dasanapura,,
Depot-13 BS - Nagadevanahalli Kengeri,,
Shivajinagar Bus Station - Bagmane Teck Park,,
City Civil Court - Kempegowda Bus Station,,
Uttarahalli - Bagmane Teck Park,,
Chennamma kere Achukattu - Avalahalli BDA Park,,
Shivajinagar Bus Station - Marathahalli Bridge,,
Kempegowda Bus Station - Kengeri TTMC,,
Krishnarajendra Market - Rajarajeshwari Temple,,
Kempegowda Bus Station - Rajarajeshwari Temple,,
K R Road - JFWTC,,
Kamalanagara BEML Layout - BEL FACTORY,,
Shivajinagar Bus Station - Krishnarajendra Market,,
Banashankari Bus Station - Marathahalli Bridge,,
Kempegowda Bus Station - Srinagara,,
Mylanahalli - Vinayakanagara Cross D-43,,
Jayanagara 9th Block - HMT Auditorium,,
Central Silk Board - Maratahalli Bridge,,
Bagmane Teck Park - Attibele,,
Hebbala - KR Puram,,
BANASHANKARI TTMC - Tin Factory,,
Central Silk Board - Maratahalli Bridge,,
Jayanagara 9th Block - Banashankari 3rd Stage 2nd Phase,,
JPNagara 6th Phase - Srinagara,,
Sai Arcade Layout - ITPL,,
Sarjapura Bus Stand - Central Silk Board,,
Vidyaranyapura - DEPOT-28,,
JPNagar B K Circle - Manyatha Embasy Business Park,,
Kempegowda Bus Station - Sai Baba Hospital,,
Sindhi High School - Yeshwanthpur TTMC,,
Kempegowda Bus Station - Sai Baba Hospital,,
Kamakya Talkies - Valley School,,
TATA ELEXI LIMITED - ITPL,,
JFWTC-ITPL - Halasuru Laxmipura Road,,
BTM Layout - Krishnarajendra Market,,
Doddabasthi - Basavanagara,,
Depot 34 - Elita Promenade Aparatment,,
Kempegowda Bus Station - Chennamma kere Achukattu,,
Depot 10 - Narendra Talkies kadugondanahalli,,
BANASHANKARI TTMC - Hebbala,,
Nelamangala - Hosakote Bus Stand,,
Kempegowda Bus Station - KR Puram Railway Station,,
Kempegowda Bus Station - Kadugodi,,
Hennur Cross - Kadugodi,,
Beguru - Shivajinagar Bus Station,,
Krishnarajendra Market - Haniyur,,
Krishnarajendra Market - Kanasawadi Madhure Temple,,
ISRO Layout - Koramangala,,
Hebbala - Jn of Tumkur Road,,
Aluru Palya - Vinayakanagara Cross D-43,,
KR Puram - Goragunte Palya,,
Chowdeshwari Bus Stand JP Park - Central Silk Board,,
Jayanagara 9th Block - Sharada Nagara,,
Kadugodi - Chowdeshwari Bus Stand JP Park,,
Shivajinagar Bus Station - Mangammana Palya,,
Rajarajeshwarinagara BEML Layout - Manyatha Embasy Business Park,,
HDFC BANK - BOSCH,,
HBR Layout 5th Block - Hebbala Bridge,,
Chandapura - Infosys,,
Yelahanka - Yelahanka,13.1067756,77.6005477
Yelahanka - Hesaraghatta Village,13.137901,77.4784342
Yeshwanthpura - Yeshwanthpura,13.0176937,77.55550086
Yelahanka - Yelahanka,13.1067756,77.6005477
Yelahanka - Nelamangala,,
Yelahanka - Nelamangala,,
Ardendale Gate Kannamangala - Kadugodi,,
Depot 30 - Bagaluru,,
Atturu - Shivajinagar Bus Station,,
Shivajinagar Bus Station - Yelahanka Satelite Town 5th Phase,,
Krishnarajendra Market - Thirupalya,,
Yelahanka Satelite Town 5th Phase - Shanthi Nagara Bus Station,,
Yelahanka - Hampinagara RPC Layout,,
Kempegowda Bus Station - Satya Sai Hospital,,
Kempegowda Bus Station - Nanjapura,,
Krishnarajendra Market - Sampige,,
Krishnarajendra Market - Muthanallur,,
Krishnarajendra Market - KAMASANDRA,,
Krishnarajendra Market - Bommasandra Indl Area,,
Bhuvaneshwari Nagara - Kaval Byrasandra Bus Stand,,
BANASHANKARI TTMC - Avalahalli Nandi Garden,,
Kengeri Satellite Town Corporation Bank - Kengeri TTMC,,
Banashankari Bus Station - MIND TREE,,
Anchipura Colony - Kempegowda Bus Station,,
Channasandra - HAL/LCA,,
BMTC Depot-12 Gate Kengeri - Vinayaka Nagara,,
Kengeri TTMC - Yelahanka Satelite Town 5th Phase,,
Banasawadi Fire Statiion - Infosys,,
AMD Private Limited - Kempegowda Bus Station,,
NRColony - Yeshwanthpura TTMC,,
Brudavana Nagara Jinke vana - BTM Layout Bus Stop,,
Krishnarajendra Market - Handenahalli,,
JP Nagara 6th Phase - Chamarajpet Play Ground,,
Jai Bharath Nagara - Christel House Learning School,,
Yelahanka - Kundana Devanahalli,,
Bommasandra - Jigani APC Circle,,
Indian Express - Shampura,,
Vijayanagara TTMC - Jayanagara 9th Block,,
Chikkabanavara - Leggere,,
Marenahalli - Jn of Ring Road Channasandra,,
Jayanagara Bus Stand - Byatarayana Doddi Cross,,
Banashankari Bus Station - Judicial Layout,,
Richmond Park - Head Start School Gate,,
Krishnarajendra Market - Chandranagara,,
Krishnarajendra Market - Kadirenahalli Park,,
Depot-25 - JP Nagar 7th Phase Brigade Gardenia,,
Shanthi Nagara Bus Station - Ittuguru,,
Krishnarajendra Market - Hosakerahalli village,,
Krishnarajendra Market - Bettenahalli,,
HAL/LCA - Thambuchetty Palya,,
Srinagara - JFWTC,,
MTR - Kempegowda Bus Station,,
BANASHANKARI TTMC - Sarjapura Bus Stand,,
Krishnarajendra Market - Handenahalli,,
BANASHANKARI TTMC - ITPL,,
St John Hospital - St John Hospital,,
Peenya 2nd stage - Chikkabanawara,,
Krishnarajendra Market - Juttanahalli,,
Mother Dairy - Bagmane Teck Park,,
Dyavarahalli - Krishnarajendra Market,,
ITC - ITPL,,
Govardhan Talkies - Hesaraghatta Village,,
Shivajinagar Bus Station - Kamalanagar Bus Stop,,
Tindlu - Krishnarajendra Market,,
Aradeshanahalli - Krishnarajendra Market,,
INTEL - Hebbala Bridge,,
Hoskote - Chikka Tirupathi,,
Hebbala Bridge - Koramangala TTMC,,
Hebbala Bridge - Attibele,,
Nelamangala - Central Silk Board,,
Hebbala Bridge - Hope Form,,
Kempegowda Bus Station - Hosakote Bus Stand,,
Hebbala Bridge - Chandapura,,
Yelahanka Satelite Town 4th Phase - Infosys Parking Lot,,
HAL/LCA - Depot 10,,
Tin Factory - Central Silk Board,,
KSIT COLLEGE - Kempegowda Bus Station,,
Hosakote Bus Stand - Electronic City,,
Girinagara Extention - Shivajinagar Bus Station,,
Kadugodi - Bagmane Teck Park,,
Kempegowda Swimming Pool - Shivajinagar Bus Station,,
Girinagara Circle - Shivajinagar Bus Station,,
Krishnarajendra Market - Vaghata Near Hoskote,,
Shivajinagar Bus Station - DRDO 2ND Phase,,
Kempegowda Bus Station - Thimmasandra,,
Krishnarajendra Market - Kallahalli,,
Krishnarajendra Market - Kolathur,,
DRDO TOWNSHIP BUS STAND - Anekal,,
Krishnarajendra Market - Nelamangala,,
Vasanthapura - Vasanthapura,12.89134535,77.55690971
Rajaji Nagara Ramamandira - Shivajinagar Bus Station,,
Avalahalli New BDA Layout - Kempegowda Bus Station,,
Ashraya Badavane - Krishnarajendra Market,,
Muneshwara Block - Kempegowda Bus Station,,
Kalidasa Layout - Kempegowda Bus Station,,
Krishnarajendra Market - Shivanahalli,,
Krishnarajendra Market - Indlawadi,,
Depot-13-BS - Saraswathi Nagara Vijayanagara,,
Gnanashakti Nagar - Krishnarajendra Market,,
HMT Watch Factory - BMS College Campus,,
Kurubarahalli - Kempegowda Bus Station,,
Central Silk Board - Tavare Kere Magadi Road,,
Kempegowda Bus Station - Kempegowda Bus Station,12.9781298,77.57220606
Electronic City - Kengeri TTMC,,
Yale Kodigehalli - Kempegowda Bus Station,,
Shirke KHB Quarters - Byrasandra,,
Jayanagara Bus Stand - Thurahalli,,
JPNagar B K Circle - Kempegowda Bus Station,,
Kaggalipura - Nelamangala,,
Muneshwara Block - Shivajinagar Bus Station,,
Vijayanagara TTMC - Electronic City Wipro Gate,,
Vidhana Soudha - Basaveshwara Nagara,,
Kempegowda Bus Station - Kempegowda Bus Station,12.9781298,77.57220606
Timber Yard Layout - Shivajinagar Bus Station,,
Nandhini Layout Bus Station - Gavigangadeshwara Temple,,
Ramakrishna Ashrama - Kempegowda Bus Station,,
Chikkallasandra Bus Stand - CV Raman Nagara,,
Krishnarajendra Market - Sidihosakote,,
Shivajinagar Bus Station - Vijaya Bank Layout,,
Krishnarajendra Market - Attibele,,
Depot 40 - Bilejaji B.S.,,
Krishnarajendra Market - Bannerghatta National Park,,
Bank Colony - HAL-LCA,,
Kempegowda Bus Station - Bannerghatta National Park,,
Krishnarajendra Market - Yelenahalli,,
Kempegowda Bus Station - Maratahalli Bridge,,
Krishnarajendra Market - Hulimavu,,
Shivajinagar Bus Station - Bannerghatta National Park,,
Krishnarajendra Market - Ramasandra,,
Bilejaji B.S. - Out Door Clothing Company,,
Nandhini Layout Bus Station - Bagmane Teck Park,,
Girinagara Extention - Kempegowda Bus Station,,
Avalahalli BDA Park - Kempegowda Bus Station,,
Goragunte Palya - MS Palya,,
Banashankari 3rd Stage 2nd Phase - Shivajinagar Bus Station,,
Yelahanka - Doddaballapura,13.2459751,77.5525473
Vivekanada Nagara - Shivajinagar Bus Station,,
Avalahalli BDA Park - Outer Ring Road Company Association,,
Muneshwara nagara Kerekodi - Shivajinagar Bus Station,,
Vidyapeeta Circle - KSIT COLLEGE,,
Sarakki Signal B S - Manyatha Embasy Business Park,,
Krishnappa Layout - Shivajinagar Bus Station,,
Bhuvaneshwari Nagara Mahalakshmi Temple - Vidhana Soudha,,
Krishnarajendra Market - Adigondana Halli,,
Krishnarajendra Market - Narayana Ghatta,,
Krishnarajendra Market - Ramakrishnapura,,
Cauvery Bhavana - Doddaballapura,,
Krishnarajendra Market - Hennagara,,
Krishnarajendra Market - SRIRAMPURA,,
Chennamma kere Achukattu - Shivajinagar Bus Station,,
Krishnarajendra Market - Shettihalli,,
Krishnarajendra Market - Bandapura Village,,
Syndicate bank Colony Andrahalli - Nelamangala,,
Krishnarajendra Market - Cholanayakanahalli,,
Kempegowda Bus Station - Chandapura,,
Kempegowda Bus Station - Guddahatti,,
Yelahanaka NES Office - Doddaballapura,,
Krishnarajendra Market - Mayasandra,,
Sarjapura Bus Stand - Hosakote Bus Stand,,
Kempegowda Bus Station - Kodigehalli-Doddaballapura,,
Krishnarajendra Market - Bannimangala,,
Krishnarajendra Market - Doddaballapura,,
Kempegowda Bus Station - CPWD Quarters,,
Twinkler School - Jayanagara Bus Stand,,
Yelahanka 5th Phase - Krishnarajendra Market,,
Shivarama karanth layout 10th Cross - Kempegowda Bus Station,,
Mekhri Circle - Rajanukunte,,
Krishnarajendra Market - National Games Village Frint Gate,,
Kempegowda Bus Station - Mind Tree,,
BTM Layout Bus Stop - Kumarans School Mallasandra,,
Kempegowda Bus Station - ISRO Layout,,
Bhavani Nagara 2nd Stage - Vidhana Soudha,,
BMTC Depot-12 Gate Kengeri - JP Nagara 6th Phase,,
Kumaraswamy Layout - Yeshwanthpur TTMC,,
JP Nagara 3rd Phase - Yeshwanthpur TTMC,,
Depot 30 - LCA,,
Srinagara - Domlur TTMC Bus Stand,,
Srinagara - Domlur,,
Domlur TTMC Bus Stand - Girinagara 2ND Stage,,
Avalahalli BDA Park - Koramangala,,
Jeevan Bhimanagara Bus stand - Banashankari Bus Station,,
Padmanabha Nagara Rock - Jeevan Bhimanagara Bus stand,,
Central Silk Board - Binnamangala,,
Banashankari Bus Station - Madiwala,,
Hosakerahalli village - Neela sandra,,
Vidyaniketan School - ISRO Layout,,
Srinagara - C V Ramanagra,,
Central Silk Board - Jeevan Bhimanagara Bus stand,,
Srinagara - Domlur TTMC Bus Stand,,
Jaraganahalli House Building Co-Op-Society Layout - Domlur TTMC Bus Stand,,
Srinagara - Domlur TTMC Bus Stand,,
Hampinagara 7th Main - Jeevan Bhimanagara Bus stand,,
Krishnarajendra Market - Somanahalli,,
Krishnarajendra Market - Agara,,
Krishnarajendra Market - Uttarahalli,,
Krishnarajendra Market - Amruth Nagara,,
Krishnarajendra Market - Banjara Palya,,
Kengeri Satellite Town Corporation Bank - Banashankari Bus Station,,
Krishnarajendra Market - Ravogodlu,,
Krishnarajendra Market - Tattaguppe,,
Aero Space HAL - Geleyara Balaga Bus Stand,,
Krishnarajendra Market - Krishnarajendra Market,12.9599061,77.5774884
Maratahalli Bridge - Annapoorneshwari Nagara,,
Kadugodi - Nagarabhavi Circle,,
Sompura - Krishnarajendra Market,,
JP Nagara 3rd Phase - Ramakrishna Hegde Nagara,,
Kambipura - Krishnarajendra Market,,
Kempegowda Bus Station - Adigondana Halli,,
Jalahalli Cross - Kala Mandir Marathalli,,
Krishnarajendra Market - Jinke Bachahalli,,
Krishnarajendra Market - Chikka Tumakur,,
Jayanagara 9th Block - Sunkadakatte,,
Krishnarajendra Market - Kakkehalli,,
Manyatha Embasy Business Park - Arekere MICO Layout,,
Jambu Savari Dinne - Vishwanatha Nagenahalli,,
JP Nagara 3rd Phase - Attibele,,
Orian Mall Yeshwanthpura - Yelahanaka NES Office,,
Krishnarajendra Market - Gulganjanahalli,,
Kengeri Satelite Town - Krishnarajendra Market,,
Krishnarajendra Market - Mallathahalli,,
Krishnarajendra Market - Karubele,,
Manyatha Embasy Business Park - Vishwapriya Layout,,
Channasandra - Krishnarajendra Market,,
Nagadevanahalli Kengeri - Kaval Byrasandra,,
Billa Kempanahalli - Krishnarajendra Market,,
Krishnarajendra Market - Ramohalli,,
Krishnarajendra Market - Gonipura,,
Gaviyana Palya - Krishnarajendra Market,,
Yelahanaka NES Office - Hesaraghatta,,
Kallur - Kempegowda Bus Station,,
Beguru - Ganganagara HMT Layout,,
Kaval Byrasandra - LCA,,
Shivajinagar Bus Station - Beguru,,
Kodigehalli - BMT14,,
Kallur - Krishnarajendra Market,,
Kothaganahalli - Krishnarajendra Market,,
JFWTC - Wilson Garden police Station,,
ISRO Layout - Electronic City Wipro Gate,,
Kempegowda Bus Station - Ramakrishna Hegde Nagara,,
Attibele - Rajarajeshwarinagar Swargarani School,,
Depot 10 - Ramakrishna Hegde Nagara,,
Rajarajeshwarinagara Gate - Infosys,,
Ramakrishna Hegde Nagara - Krishnarajendra Market,,
Maruthi mandira - BMTC Depot-03,,
CBI Office - ITPL,,
Regional Passport Office - Kempegowda Bus Station,,
Depot 40 - Dasanapura,13.07451685,77.44533976
Banashankari Bus Station - Banashankari Bus Station,,
BMTC Depot-6 - Kadugodi,,
Bommanahalli - Jeevan Bhimanagara Bus stand,,
Kempegowda Bus Station - Telecom Layout,,
St John Wood Apartments - Manyatha Embasy Business Park,,
Kempegowda Bus Station - KG Shrinivaspura,,
Arybhata ISRO Head Office - Kempegowda Bus Station,,
BM English School Ulsoor - BM English School Bellahalli,,
Depot-02 - Shanthinagar TTMC,,
Krishnarajendra Market - Chinnaiahna Palya,,
Rajarajeshwarinagar Swargarani School - BOSCH- Bommamahalli,,
Shirke Bus Stand - Kempegowda Bus Station,,
Central Silk Board - KR Puram,,
Shivajinagar Bus Station - Umara Bhagh Layout,,
Hebbala Bridge - Central Silk Board,,
BANASHANKARI TTMC - Hebbala,,
KR Market - Sarjapura,,
Yeshwanthpura TTMC - Central Silk Board,,
Tambuchettipalya - Hebbala Bridge,,
Kempegowda Bus Station - Sarjapura,,
Veerabhadranagar - Bagmane Teck Park,,
BANASHANKARI TTMC - BEL Circle,,
Sarjapura Bus Stand - St John Hospital,,
Kempegowda Bus Station - ISRO Layout,,
BANASHANKARI TTMC - Nagadevanahalli Kengeri,,
Hebbala Bridge - Marathahalli Bridge,,
Hebbala Bridge - Nerige,,
KR Puram - Chowdeshwari Bus Stop,,
Beereshwaralayout - Shivajinagar Bus Station,,
Yeshwanthpur TTMC - Maratahalli Bridge,,
Chandapura - KR Puram,,
Devasandra Chikkamaranahalli - Central Silk Board,,
Central Silk Board - Kadugodi,,
BTM water Tank - Kadugodi,,
