route_long_name,latitude,longitude
Bagaluru - MG Road Metro Station,,
Shivajinagar Bus Station - Naduvatti Colony,,
Nagarabhavi Maruthinagara - HP Software Mahadevapura,,
Krishnarajendra Market - Hosakote Bus Stand,,
DEPOT-28 - Ardendale Gate Kannamangala,,
Shivajinagar Bus Station - Kattiganahalli,,
Vishweshwaraiah Enclave - Kempegowda Bus Station,,
Kempegowda Bus Station - Devalapura,,
Krishnarajendra Market - Bommanabande,,
Devanahalli - LCA,,
Kempegowda Bus Station - Pichguntarahalli,,
Peenya 2nd stage - Kempegowda Bus Station,,
Krishnarajendra Market - Dodda Dasarahalli,,
Kempegowda Bus Station - Soukhya Hospital,,
Sharada Nagara - Kempegowda Bus Station,,
Halasuru Laxmipura Road - JFWTC-ITPL,,
Srinagara - Electronic City Wipro Gate,,
Yelahanka - Hoovinayakanahalli,13.14895135,77.68904315
Kengeri Housing Board Quarters - Manyatha Embasy Business Park,,
Krishnarajendra Market - Kadugodi,,
Krishnarajendra Market - Doddabannahalli,,
Chikka Banahalli - Krishnarajendra Market,,
Kengeri Satelite Town - UNITEX,,
Krishnarajendra Market - Veerenahalli,,
Depot-33 - Banashankari Bus Station,,
Rajarajeshwarinagar Swargarani School - Attibele,,
C V Ramanagra - Bagmane Tech Park,,
BMTC Depot-21 - Shirke KHB Quarters,,
Shanthinagar TTMC - Thotada Guddadahalli,,
Annahalli - Krishnarajendra Market,,
Manchegowdana palya - Krishnarajendra Market,,
M Gopahalli - Krishnarajendra Market,,
Depot-33 - BAGMANE TECH PARK,,
Kempegowda Bus Station - Marasandra,,
Krishnarajendra Market - Marasandra,,
Yelahanka - Arishinakunte,,
Srinagar - Shivajinagar Bus Station,,
Avalahalli New BDA Layout - BMTC Depot-21,,
Aluru - Vinayakanagara Cross D-43,,
Kengeri Housing Board Quarters - Kempegowda Bus Station,,
Kempegowda Bus Station - Kempegowda Bus Station,,
Malleshwaram Bus Station - Malleshwaram Bus Station,,
MG Road Metro Station - MG Road Metro Station,,
Freedom Park - Freedom Park,,
Sanjay Nagara - Cauvery Bhavana,,
Gavigangadeshwara Temple - Gavigangadeshwara Temple,,
Uttarahalli - Electronic City Wipro Gate,,
Shivajinagar Bus Station - Shivajinagar Bus Station,,
ISKCON Temple - ISKCON Temple,,
Shivajinagar Bus Station - Muddamma Garden,,
Shanthinagara KSRTC Qtrs - Srinagara,,
Jayanagara Bus Stand - Electronic City Wipro Gate,,
Jayadeva Signal - AMD Private Limited,,
Jayanagara 9th Block - Kempegowda Bus Station,,
Kempegowda Bus Station - Bannerghatta National Park,,
Kempegowda Bus Station - Depot-13-BS,,
Sarjapura Bus Stand - Banashankari Bus Station,,
Shivajinagar Bus Station - JP Nagara 3rd Phase,,
Krishnarajendra Market - Rajeev Gandhi Nagara,,
Kempegowda Bus Station - Sophiya School,,
Hebbala - Bagaluru,,
Hebbala Bridge - Avalahalli,,
Electronic City Wipro Gate - Srinagara,,
Lakshmipura MS Palya - Kempegowda Bus Station,,
Rainbow Layout - Krishnarajendra Market,,
Kempegowda Bus Station - Electronic City,,
Lourdhubhai Kalyana mantapa - Kempegowda Bus Station,,
Kamalanagar BEML layout - Shivajinagar Bus Station,,
Deepanjalinagara Depot-16 - Garadi Apartments KR Road,,
Lourdhubhai Kalyana mantapa - Shivajinagar Bus Station,,
BSF - Kempegowda Bus Station,,
Muttugadahalli Linganahalli - Krishnarajendra Market,,
Guni Agrahara - Krishnarajendra Market,,
Manyatha Embasy Business Park - St John Wood Apartments,,
Marasandra Circle - Kempegowda Bus Station,,
Kakolu - Krishnarajendra Market,,
Sambram College MS Palya - Hebbala,,
Mylappanahalli - Krishnarajendra Market,,
Madhugirihalli - Krishnarajendra Market,,
BTM Layout - City Railway Station,,
Hesaraghatta Village - Krishnarajendra Market,,
BMTC Depot-17 - NP Medical Store,,
Shamarajapura - Krishnarajendra Market,,
Abbigere Village - Peenya 2nd stage,,
Kanshiram Nagara - Krishnarajendra Market,,
Kempegowda Bus Station - Whispering Meawn,,
Madappanahalli - Krishnarajendra Market,,
Kempegowda Bus Station - Manyatha Embasy Business Park,,
Banashankari Bus Station - CV Raman Nagara,,
Kondashettihalli Byalakere - Krishnarajendra Market,,
Hampinagara RPC Layout - KR Circle,,
Vidhana Soudha - DRDO 2ND Phase,,
Central Silk Board - Vidhana Soudha,,
Linganahalli - Krishnarajendra Market,,
Vinayakanagara Cross D-43 - Mathahalli,,
Shivajinagar Bus Station - Padmanabha Nagara,,
Kaggalipura - Chandapura,,
Krishnarajendra Market - Peenya Satellite Bus Station,,
Jigani - Hosakote Bus Stand,,
Yelahanka Satelite Town 5th Phase - Maniksha Parade Ground,,
Kempegowda Bus Station - Yelenahalli,,
Bhuvaneshwari Nagara - Vidyaniketan School,,
Ramachandrpura - Shivajinagar Bus Station,,
Ramachandrpura - Krishnarajendra Market,,
Vidyaranyapura - Kempegowda Bus Station,,
Kempegowda Bus Station - White Field TTMC,,
Bagmane Teck Park - Kudlu Gate,,
Avalahalli BDA Park - Vivekanagara,,
Shivajinagar Bus Station - Thippuru,,
BANASHANKARI TTMC - Kempegowda Bus Station,,
Kempegowda Bus Station - HAL Main Gate,,
Kempegowda Bus Station - Avalahalli BDA Park,,
KR Market - Government Sub-Urban Press,,
HSR BDA Complex - Wonderla Amusement Park,,
Shivajinagar Bus Station - Vidyasagara Bus Stoop,,
Adithi School - Yelahanka 5th Phase,,
Manchanabele - Krishnarajendra Market,,
Kadirenahalli Village - Vinayakanagara Cross D-43,,
Yeshwanthpur TTMC - Kadugodi,,
Central Silk Board - Vivekanagara,,
Handenahalli - Ganjoor,,
Abbanakuppe - Kempegowda Bus Station,,
Summanahalli Magadi Road - CV Raman Nagara,,
Shivajinagar Bus Station - Agrahara Layout,,
Yelahanka - Shivajinagar Bus Station,,
Avathi - Yelahanka Old Town,,
Kempegowda Bus Station - Kempegowda Bus Station,,
Cauvery Bhavana - Padmanabha Nagara,,
Christel House Learning School - Bennigana Halli,,
Kempaiahanapalya - Kempegowda Bus Station,,
Kempegowda Bus Station - Kempegowda Bus Station,,
Shivajinagar Bus Station - MATHA AMRUTHAMAYI COLLEGE,,
Madhugirihalli - Kempegowda Bus Station,,
Kempegowda Bus Station - Mallesh Palya New Bus Stand,,
Jayanagara 9th Block - Electronic City,,
Depot 9 - Jakkur Layout,,
Beereshwaralayout - Nandini Layout,,
Srinagara - Domlur TTMC Bus Stand,,
Depot 14 - Boopa Sandra,,
Chamarajpet Edga Mydana - Koramangala,,
Kaval Byrasandra - Shivajinagar Bus Station,,
Shirke KHB Quarters - Electronic City Wipro Gate,,
Depot 14 - Vishwanatha Nagenahalli,,
Shivajinagar Bus Station - Kada Agrahara,,
Krishnarajendra Market - Harohalli,,
RTNagara - Kaval Byrasandra,,
Depot 30 - Nandi Cross,,
Anjanapura - Kempegowda Bus Station,,
Kempegowda Bus Station - Kalyananagara Bus Stand,,
Central Silk Board - Jalahalli Cross,,
Old Bayappanahalli - Christ college,,
Dasanapura - KR Puram,,
Jalavayu Vihara - Kempegowda Bus Station,,
Kaval Byrasandra - Krishnarajendra Market,,
Kaval Byrasandra - Kempegowda Bus Station,,
Kaval Byrasandra - Jagajeevanram Nagara,,
ISRO Layout - Kengeri TTMC,,
Sulthan Palya - Kempegowda Bus Station,,
BMTC Depot-13 - Magadi Road TollGate,,
Manorayana Palya - Kempegowda Bus Station,,
Sulthan Palya - Shivajinagar Bus Station,,
Depot 9 - Jalahalli Quarters,,
KHB Colony Basaveshwaranagara - Hennur Cross,,
St John High School - Hebbala Bridge,,
Krishnarajendra Market - Mallesh Palya New Bus Stand,,
Manorayana Palya - Krishnarajendra Market,,
Manorayana Palya - Shivajinagar Bus Station,,
Sulthan Palya - Banashankari Bus Station,,
Central Silk Board - KR Puram,,
MS Palya - Electronic City Wipro Gate,,
St Michael's High School - Jalavayu Vihara,,
Krishnarajendra Market - Infosys,,
MS Palya - Goragunte Palya,13.0267718,77.5373998
NITTE Institute of Technology - Kenchenahalli Yelahanka,,
JPNagara 6th Phase - Kempegowda Bus Station,,
Vijayanagara TTMC - Jayanagara 9th Block,,
Vidhana Soudha - Rajaji Nagara Entrance,,
Gollarahatti - Bagmane Teck Park,,
Shankararnag Bus Stop - Summanahalli Magadi Road,,
K R Puram - Shivajinagar Bus Station,,
Vijayanagara - Tata Elxsi BrigadeTeck Park,,
Vidhana Soudha - Rajaji Nagar 1st Block,,
Brigade Road - Halasur,,
Neelasandra Rose Garden - Shanthinagar TTMC,,
Depot-13-BS - ABISRO,,
Byramangala - Kempegowda Bus Station,,
BSF - Krishnarajendra Market,,
Girinagara 2ND Stage - YPR RMC,,
HAL/LCA - Jn of Marathalli Bridge,,
Summanahalli Magadi Road - Electronic City Wipro Gate,,
Kengeri Satelite Town - Vidyanikethan Public School,,
Depot 22 - JC Nagara,,
Purushanahalli - Kempegowda Bus Station,,
Kaval Byrasandra - Kamalanagar BEML layout,,
BEML Layout 5th Stage - Rajkumar Samadhi,,
BEML - BMTC Depot-6,12.90612745,77.51955804
Kenchanapura Cross - ITI Bhavan,,
BANASHANKARI TTMC - BANASHANKARI TTMC,12.9175634,77.5732782
BANASHANKARI TTMC - BANASHANKARI TTMC,12.9175634,77.5732782
Bommanahalli - Peenya Satellite Bus Station,,
Marathahalli Bridge - Global Village,,
Shivajinagar Bus Station - Krishnarajendra Market,,
Attibele - Devanagundi,,
Krishnarajendra Market - Gottigehalli,,
Vivekanagara - Shivajinagar Bus Station,,
Electronic City Wipro Gate - Kempegowda International Airport,,
Neela sandra - Krishnarajendra Market,,
Madiwala MARKET - Accenture,,
Kempegowda Bus Station - Multiplex Marathahalli,,
Ganjoor - Chikka Tirupathi,,
Banashankari 3rd Stage 2nd Phase - Shivajinagar Bus Station,,
Sheshagiri Halli Mysore Road - Kengeri KSRTC Regional Workshop,,
Kempegowda Bus Station - Shankararnag Bus Stop,,
Heelalige - Electronic City Wipro Gate,,
Kamalanagar BEML layout - Kempegowda Bus Station,,
Jalahalli Cross Ayyappa Temple - Marathahalli Bridge,,
Jambusavari dinne - Holy Mother School,,
Manyatha Embasy Business Park - Kempegowda Bus Station,,
Kempegowda Bus Station - Chandra Layout,,
Kempegowda Bus Station - Saraswathi Nagara Vijayanagara,,
Tin Factory - Banashankari Bus Station,,
Kempegowda Bus Station - Vijayanagara TTMC,,
Kempegowda Bus Station - GKW Layout,,
Kempegowda Bus Station - BCC Layout,,
Kalyani Magnum JP Nagara - ITPL,,
Kempegowda Bus Station - Vijayanagara TTMC,,
MCTC Bus Stand - Kadugodi,,
BHEL Concrode Layout - Krishnarajendra Market,,
Kempegowda Bus Station - Chandra Layout 1st Stage,,
Rajarajeshwarinagara Gate - ITPL,,
Kempegowda Bus Station - Chandra Layout,,
Krishnarajendra Market - BSF,,
HSRKEB - BAGMANE TECH PARK,,
Laggere - Jalahalli Cross,,
Kamalanagar BEML layout - BEML,12.9926916,77.5304167
Kempegowda Bus Station - Yellu Kunte,,
Kempegowda Bus Station - Vidyagiri Layout,,
Hongansandra - Banashankari Bus Station,,
Kempegowda Bus Station - Nanjarasappa Badavane,,
Koramangala - Kempegowda Bus Station,,
BTMAXA Software Company - Attibele,,
Koramangala - Shivajinagar Bus Station,,
BGS Hospital - Kempegowda Bus Station,,
Vijayanagara TTMC - Jayanagara 9th Block,,
Chandra Layout - JP Nagara 3rd Phase,,
BHEL Layout - Kempegowda Bus Station,,
JPNagara 6th Phase - Chandra Layout,,
Syndicate bank Colony Andrahalli - BEL Circle,,
Vijayanagara TTMC - BTM Layout,,
Chennamma kere Achukattu - Kamalanagar BEML layout,,
Brudavana Nagara Jinke vana - BTM Layout Bus Stop,,
Kamalanagar BEML layout - Jayanagara 9th Block,,
Kengeri Housing Board Quarters - ITPL,,
Padmanabha Nagara - Krishnarajendra Market,,
Koramangala - GKW Layout,,
Gottigere - ITPL,,
Vijayanagara TTMC - Jaibheemanagara,,
Depot-13-BS - Veerabhadranagar,,
Deo Hights Layout Arch - Gottigere,,
Chowdeshwari Bus Stand JP Park - ITPL,,
Manyatha Embasy Business Park - Konappana Agarahara,,
Nagarabhavi BDA Complex - ITPL,,
BMTC Depot-21 - BEML,12.90612745,77.51955804
Arybhata ISRO Head Office - Kempegowda Bus Station,,
BANASHANKARI TTMC - Attibele,,
Banashankari Bus Station - Chandapura,,
KR Puram Railway Station - Ramakrishna Hegde Nagara,,
Kaval Byrasandra - Krishnarajendra Market,,
Sambram College MS Palya - JFWTC,,
Kaval Byrasandra - Shivajinagar Bus Station,,
Chikkalasandra Ramanjaneya Layout - Electronic City Wipro Gate,,
Shivajinagar Bus Station - Basavanapura Govt School,,
Shivajinagar Bus Station - Udayanagara,,
Vijayanagara - BTL College,,
Shivajinagar Bus Station - Naduvatti,,
Banashankari Bus Station - Banashankari Bus Station,,
Shivajinagar Bus Station - Kittaganur,,
Kempegowda Bus Station - Electronic City Wipro Gate,,
Shivajinagar Bus Station - A Narayanapura,,
BM English School Ulsoor - Hebbala Bridge,,
Anandanagar - Krishnarajendra Market,,
Vidyaranyapura - Kadugodi,,
Mallara Banavadi - Vinayakanagara Cross D-43,,
Hebbala - Hope Farm,,
JHBCS Cross - Rajarajeshwarinagara Gate,,
Sadhashivanagar - Kempegowda Bus Station,,
Yelahanka Satelite Town 5th Phase - ITPL,,
Depot-37 - Krishna Garden BHEL Layout,,
Depot-25 - K R Road,40.591131,-74.682455
Banashankari Bus Station - Banashankari Bus Station,,
Yeshawanthapura TTMC - Out Door Clothing Company,,
Global Village - HSR BDA Complex,,
Vidyaranyapura - Central Silk Board,,
Yelahanka Satelite Town 5th Phase - Electronic City,,
Kempegowda Bus Station - Kadugodi,,
Hebbala - Central Silk Board,,
Electronic City - Kempegowda International Airport,,
HSR BDA COMPLEX - Kempegowda International Airport,,
Kadugodi - Kempegowda International Airport,,
Jeevan Bhimanagara Bus stand - Dayananda Sagar College,,
BANASHANKARI TTMC - Kempegowda International Airport,,
Shivajinagar Bus Station - Hebbala,,
Kala Mandir Marathalli - Geddala Halli,,
Kempegowda Bus Station - Kempegowda International Airport,,
Vijayanagara - Vijayanagara,29.2436472,73.5222553
Shivajinagar Bus Station - Gollahalli,,
HAL Main Gate - Kempegowda International Airport,,
Brigade Gateway/Orian Mall - Kempegowda International Airport,,
Deo Hights Layout Arch - Manyatha Embasy Business Park,,
Tin Factory - Shivanapura,,
Thyamagondlu - Kempegowda Bus Station,,
KR Circle - Vidyaranyapura,,
Vidyaniketan School - Goodwill Womens College,,
BANASHANKARI TTMC - BANASHANKARI TTMC,12.9175634,77.5732782
Byappana Halli Satallite Bus Station - Kempegowda Bus Station,,
Kumaraswamy Layout - Attibele,,
Depot-13-BS - Rajarajeshwarinagara BEML Layout,,
Mathikere - Marappa Garden,,
Kammasandra - Shivajinagar Bus Station,,
Krishnarajendra Market - Varanasi,,
8th Mile T Dasarahalli - Madanayakanahalli,,
Kempegowda Bus Station - Mallesh Palya New Bus Stand,,
Kempegowda Bus Station - DRDO 2ND Phase,,
Kempegowda Bus Station - CV Raman Nagara,,
Kadugodi - Domlur TTMC Bus Stand,,
Krishnarajendra Market - CGHS Nagavar Palya,,
Shivajinagar Bus Station - DRDO 2ND Phase,,
Banashankari Bus Station - Mallesh Palya New Bus Stand,,
City Civil Court - City Civil Court,12.9756035,77.586462
Chennamma kere Achukattu - CV Raman Nagara,,
Kempegowda Bus Station - Mallesh Palya New Bus Stand,,
Krishnarajendra Market - Byrasandra,,
Krishnarajendra Market - Vibhuthipura Samudaya Bhavana,,
Kempegowda Bus Station - Kempegowda Bus Station,12.9781298,77.57220606
Kempegowda Bus Station - Basvanagara Bus Station,,
Nrupathunga Nagara - C V Ramanagra,,
Shivajinagar Bus Station - Jagadeesha nagar,,
Shivajinagar Bus Station - Vibhuthipura Samudaya Bhavana,,
Kadugodi - Manyatha Embasy Business Park,,
Rampura - KR Puram,,
Krishnarajendra Market - Maragondanahalli,,
Krishnarajendra Market - Vijanapura,,
Krishnarajendra Market - A Narayanapura,,
Krishnarajendra Market - K R Puram,12.9599061,77.5774884
Adithi School - Kempegowda Bus Station,,
Krishnarajendra Market - Jinke Thimmanahalli,,
Kempegowda Bus Station - MATTHAHALLI,,
Shanthi Layout - KR Puram,13.0162427,77.6832961
Krishnarajendra Market - Alada Mara Ramamurthy Nagar,,
Vijayanagara - Vijayanagara,29.2436472,73.5222553
Krishnarajendra Market - Ayyappa Nagara,,
Krishnarajendra Market - Rampura,,
Kempegowda Bus Station - Kempegowda Bus Station,12.9781298,77.57220606
Krishnarajendra Market - Kadugodi Bapuji circle,,
Kempegowda Bus Station - Thigalara Palya,,
Krishnarajendra Market - Gayatri Layout,,
Kempegowda Bus Station - Vigneshwara Nagara,,
Tumkur Road 8th Mile - Byadarahalli,,
Krishnarajendra Market - Thambuchetty Palya,,
8th Mile - Byadarahalli,,
Krishnarajendra Market - Parvathi Nagara,,
Krishnarajendra Market - Shanthi Layout,,
Jaggath Pharma - Kamalanagar BEML layout,,
Hosakote Bus Stand - Chandapura,,
Shivajinagar Bus Station - Maragondanahalli,,
Hosakote Bus Stand - Anekal,,
Jigani - Chikka Thirupathi,,
Electronic City - Attibele,,
Jayanagara 4th Block - Yelenahalli,,
Chikka Thirupathi - Anekal,,
Kundalahalli Gate - Kundalahalli Gate,12.9558725,77.7165455
Nrutya Grama - Krishnarajendra Market,,
Heritage Apartment - Vidyaniketan School,,
Kittaganur - KR Puram,,
ORRCA-ECOSPICE - Kenchanapura Cross,,
Shivajinagar Bus Station - Mini TajMahal,,
Boopa Sandra - Kodigehalli Yelahanka road,,
Shivajinagar Bus Station - K R Puram,,
Krishnarajendra Market - Thippenahalli,,
Shivajinagar Bus Station - Ayyappa Nagara,,
Krishnarajendra Market - Gangondanahalli,,
Kadirenahalli Village - Krishnarajendra Market,,
BANASHANKARI TTMC - BANASHANKARI TTMC,12.9175634,77.5732782
Krishnarajendra Market - KRS Gowda Layout,,
Shivajinagar Bus Station - Sigehalli,,
Channa Nayakanapalya - Krishnarajendra Market,,
Boopa Sandra - BEL Circle,,
Kempegowda Bus Station - Gangondanahalli,,
Shivajinagar Bus Station - Kadugodi Bapuji circle,,
Kempegowda Bus Station - Doddabidarakallu,,
Nagasandra - Krishnarajendra Market,,
Kammasandra - Kempegowda Bus Station,,
Geddala Halli - Infosys,,
Attibele - Infosys,,
Rajarajeshwarinagara BEML Layout - Kempegowda Bus Station,,
Krishnarajendra Market - Thirumenahalli,,
Krishnarajendra Market - Bommenahalli,,
JP Nagara 6th Phase - Jaggath Pharma,,
Krishnarajendra Market - Kaji Hosahalli,,
Krishnarajendra Market - Govinda Pura,,
White Field - John FW Tech Centre,,
Hampinagara RPC Layout - Shivajinagar Bus Station,,
Kengeri KSRTC Regional Workshop - Sangam Circle,,
Hebbala - Dinnur Puspanjali Talkies,,
GKW Layout - Shivajinagar Bus Station,,
Peenya 2nd stage - ISRO Layout,,
Krishnarajendra Market - Pillagumba,,
Krishnarajendra Market - Kumbala Halli,,
Shivajinagar Bus Station - Hosakote Bus Stand,,
Gejjagadahalli - Kempegowda Bus Station,,
Krishnarajendra Market - Kannamangala,,
Kempegowda Bus Station - Hosakote Bus Stand,,
Krishnarajendra Market - Kannurahalli,,
Krishnarajendra Market - Poojena agrahara,,
Kempegowda Bus Station - Bidadi Bus Stand,,
KR Puram - Devanahalli,,
Kempegowda Bus Station - Naduvatti,,
Krishnarajendra Market - Ganagaluru,,
JP Nagar 7th Phase Brigade Gardenia - Outer Ring Road Company Association,,
SHANTHI NAGAR BUS STAND - Bagmane Teck Park,,
Srinivasapura Colony - Kempegowda Bus Station,,
Krishnarajendra Market - Nelavagilu,,
Krishnarajendra Market - CHIMANDAHALLI,,
Krishnarajendra Market - Beguru,,
Krishnarajendra Market - Vaghata,,
White Field TTMC - White Field TTMC,,
Krishnarajendra Market - Dasarahalli,,
Krishnarajendra Market - Kamarasanahalli,,
Krishnarajendra Market - Kannamangala,,
Krishnarajendra Market - Kacharakanahalli,,
Krishnarajendra Market - Kurabarahalli,,
Jigani APC Circle - Bommasandra,,
Kempegowda Bus Station - Vijayapura,,
Jigani APC Circle - Bommasandra,,
Krishnarajendra Market - Huskur,,
Kempegowda Bus Station - Budigere,,
Kailasipalyam - Bellandur Coffee Day,,
Krishnarajendra Market - Gangawara,,
Kempegowda Bus Station - Mandooru,,
Kempegowda Bus Station - Chimmasandra,,
Krishnarajendra Market - Hancharahalli,,
Krishnarajendra Market - Bhattaramarenahalli,,
Kempegowda Bus Station - Magadi Road 2nd Cross,,
Kempegowda Bus Station - Head Start School,,
Krishnarajendra Market - Bidalapura,,
Krishnarajendra Market - Kaggalahalli,,
Krishnarajendra Market - Byappana Halli Satallite Bus Station,,
Nagadevanahalli Kengeri - JFWTC,,
Krishnarajendra Market - Somathanahalli,,
Krishnarajendra Market - Nallur,,
Krishnarajendra Market - Kattugollahalli,,
BM English School Ulsoor - Depot 10,,
Krishnarajendra Market - Kaggalahalli,,
Basaveshwara Nagara - BANASHANKARI TTMC,,
Krishnarajendra Market - Handrahalli,,
Krishnarajendra Market - Chimmasandra,,
Kempegowda Bus Station - Singahalli,,
Basaveshwara Nagara - Cauvery Nagara,,
Kempegowda Bus Station - Kalkere,,
Kempegowda Bus Station - Krishnaiahnapalya/S.Nagara,,
Kempegowda Bus Station - Sigehalli,,
Kempegowda Bus Station - Sadaramangala,,
Papareddy Palya Bus Stand - ORRCA-ECOSPICE,,
Krishnarajendra Market - Mallohalli Palya,,
Kempegowda Bus Station - Abbaiah Layout,,
Krishnarajendra Market - Hadripura,,
KR Puram - Geddala Halli,,
Yeshwanthpur TTMC - Hesaraghatta Village,,
Vinayakanagara Cross D-43 - Muthyalaya Nagar,,
Kempegowda Bus Station - Shanthi Layout,,
Kempegowda Bus Station - KRS Gowda Layout,,
Kempegowda Bus Station - Kittaganur,,
Kempegowda Bus Station - Alada Mara Ramamurthy Nagar,,
Kempegowda Bus Station - Kadugodi Bapuji circle,,
Kempegowda Bus Station - Mini TajMahal,,
Kempegowda Bus Station - Rampura,,
Kempegowda Bus Station - K R Puram,,
Maratahalli Bridge - Wipro gate,,
Kempegowda Bus Station - Alada Mara Ramamurthy Nagar,,
BMTC Depot-13 - Banashankari Bus Station,,
Kempegowda Bus Station - Nandhini Layout Bus Station,,
Kempegowda Bus Station - Peenya Satellite Bus Station,,
Singanayakanahalli - ORRCA-ECOSPICE,,
Manyatha Embasy Business Park - Sapthagiri College Chikka Banawara,,
Ganga Nagara - Kempegowda Bus Station,,
Vivekanagara - Banashankari Bus Station,,
Kumaraswamy Layout Police Station - JHBCS Cross,,
Yelahanka - Hoovinayakanahalli,13.14895135,77.68904315
Kempegowda Bus Station - Annapurna Nagara,,
Peenya 2nd stage - KR Puram,,
Gottigere - BASAVESHWARA NAGARA,,
Electronic City Wipro Gate - ITPL,,
C V Ramanagra - Outer Ring Road Company Association,,
Kempegowda Bus Station - Thippenahalli,,
Shivajinagar Bus Station - R T NAGARA,,
Nagarabhavi BDA Complex - Shanthinagar TTMC,,
Kempegowda Bus Station - Yelahanka Satelite Town 5th Phase,,
Nandini Layout - Kadugodi,,
Vivekanagara - Outer Ring Road Company Association,,
Krishnarajendra Market - Chikka Banahalli,,
Mallara Banavadi - Krishnarajendra Market,,
Nelamangala - Muthyalaya Nagar,,
Jayanagara Bus Stand - Jambusavari dinne,,
Jodi Ragi Thimmasandra - Kempegowda Bus Station,,
Goravanahalli - Krishnarajendra Market,,
Gorinabele - Krishnarajendra Market,,
Chikkagollarahatti - Indian Design Pvt Ltd,,
Vidyaranyapura - Anantapura Gate,,
Krishnarajendra Market - Dinnur,,
Kempegowda Bus Station - Ambedkar nagara,,
Doddabidarakallu - Kempegowda Bus Station,,
KRS Gowda Layout - Shivajinagar Bus Station,,
Halasuru - Hope Form,,
Kempegowda Bus Station - Pattandur Agrahara,,
Kempegowda Bus Station - Kadugodi,,
BMT14 - Chitrapura Mutt Malleshwaram,,
Yeshawanthapura TTMC - Puttenahalli Yelhanka,,
Yelahanka - Byala Halli,,
Krishnarajendra Market - Srinivaspura,,
Yentaganahalli - Krishnarajendra Market,,
CV Raman Nagara - Electronic City Wipro Gate,,
Mylanahalli - Krishnarajendra Market,,
Shivanapura - Kempegowda Bus Station,,
Guruvanahalli - Krishnarajendra Market,,
Hunnigere - Krishnarajendra Market,,
Honnasandra - Krishnarajendra Market,,
Sonnenahalli Bridge - Designers Suits,,
Ramadevanahalli - Krishnarajendra Market,,
Kannamangala - Kempegowda Bus Station,,
Thyamagondlu - Krishnarajendra Market,,
Nelamangala - Shivajinagar Bus Station,,
Kanegowdanahalli - Krishnarajendra Market,,
Depot 43 - Adarsha Nagara,,
Kempegowda Bus Station - Ganga Nagara,,
Narayankere - Ganjoor,,
Shivajinagar Bus Station - Oasis School,,
Nelamangala - Kempegowda Bus Station,,
Kempegowda Bus Station - JP Nagar 6th Phase,,
Machanayakanahalli - Krishnarajendra Market,,
Nelamangala - Kempegowda Bus Station,,
Vijayanagara TTMC - Electronic City Wipro Gate,,
RM Guttahalli - Brudavana Nagara Jinke vana,,
Sadhashivanagar - BTM Layout,,
Nandhini Layout Bus Station - Vidhana Soudha,,
Depot 30 - Yelahanka Satelite Town 5th Phase,,
Adakimaranahalli - Kempegowda Bus Station,,
Aluru Palya - Kempegowda Bus Station,,
Kudhurgere Madhanayakanahalli - Krishnarajendra Market,,
Aluru - Shivajinagar Bus Station,,
Madavara - Krishnarajendra Market,,
Anche Palya - Kempegowda Bus Station,,
Haro Kyatanahalli - Krishnarajendra Market,,
Vijayanagara TTMC - Electronic City Wipro Gate,,
Maruthi Nagara Kannur Road - Yeshwanthpur TTMC,,
Nagarabhavi BDA Complex - Electronic City Wipro Gate,,
Attibele - Gottigere,,
Depot 22 - Guruvanahalli,,
Adarsha Nagara - Kempegowda Bus Station,,
Marikuppe - Krishnarajendra Market,,
Poornapragna Layout - Depot-13-BS,12.9096438,77.53658312
Banashankari Bus Station - Mind Tree,,
Kittanahalli - Krishnarajendra Market,,
Thippenahalli Anjaneya Temple - Kempegowda Bus Station,,
BAGMANE TECH PARK - Depot-33,,
Nelamangala - Laggere,,
BMTC Depot-21 - Kengeri TTMC,,
Kempegowda Bus Station - Gowdahalli,,
Yeshwanthpura TTMC - ITPL,,
Gejjagadahalli - Krishnarajendra Market,,
Kengeri TTMC - Chikkabanawara,,
Kengeri TTMC - Narasipura,,
Yeshwanthpura TTMC - Yeshwanthpura,13.0181581,77.5575558
Jayanagara 4th Block - Yeshwanthpura TTMC,,
Yeshwanthpura TTMC - Yeshwanthpura,13.0181581,77.5575558
Nelamangala - Shivajinagar Bus Station,,
Honnasandra - Krishnarajendra Market,,
Govinda Pura - Krishnarajendra Market,,
Betthanagere - Krishnarajendra Market,,
Bylanjaneya Temple - Krishnarajendra Market,,
Narasipura - Krishnarajendra Market,,
Huskur Village - Kempegowda Bus Station,,
Kempegowda Bus Station - Kadugodi,,
Pillahalli - Krishnarajendra Market,,
Nagaroor - Krishnarajendra Market,,
Huskur Village - Krishnarajendra Market,,
ITPL - Huskur Gate,,
Wilson Garden Police Station - JFWTC,,
Chikkallasandra Bus Stand - ITPL,,
Anjanapura - ISRO Layout,12.8871819,77.5649581
Kaval Byrasandra - Christel House Learning School,,
Krishnarajendra Market - Kempapura,,
ISRO Layout - SAP ITPL,,
Krishnarajendra Market - Kumbarahalli,,
Krishnarajendra Market - Kasghattapura,,
Krishnarajendra Market - Kempapura,,
Puttenahalli Yelhanka - ITI Circle KRPuram,,
Kamaraj Road - Chandra Layout,,
Krishnarajendra Market - Kalathammanahalli,,
Vijayanagara TTMC - Kalyani Magnum JP Nagara,,
BANASHANKARI TTMC - Hebbala,,
